date,product_id,category,region,store_format,base_price,cost,price,competitor_price,discount_pct,promo_flag,holiday_flag,inflation_index,unemployment_index,stock,quantity,revenue,margin
2025-06-08,SKU012,Snacks,Gauteng,Supermarket,42.17,29.62,38.9,42.65,0.0775,0,0,101.85,29.22,126,126,4901.4,1169.2799999999997
2025-06-09,SKU012,Snacks,Western Cape,Supermarket,42.17,29.62,32.27,42.27,0.2349,1,0,101.72,29.31,166,166,5356.820000000001,439.9000000000004
2025-06-10,SKU012,Snacks,KwaZulu-Natal,Hyper,42.17,29.62,42.57,39.96,0.0,0,0,102.01,28.93,129,113,4810.41,1463.35
2025-06-11,SKU012,Snacks,KwaZulu-Natal,Convenience,42.17,29.62,40.91,43.3,0.0299,1,0,101.82,28.86,127,91,3722.8099999999995,1027.3899999999996
2025-06-12,SKU012,Snacks,Gauteng,Supermarket,42.17,29.62,39.18,41.45,0.0709,0,0,101.85,28.72,212,134,5250.12,1281.0399999999997
2025-06-13,SKU012,Snacks,Gauteng,Supermarket,42.17,29.62,38.08,41.58,0.0971,0,0,101.76,29.2,220,167,6359.36,1412.8199999999995
2025-06-14,SKU012,Snacks,Western Cape,Convenience,42.17,29.62,44.13,42.04,0.0,0,0,102.26,29.27,101,86,3795.1800000000003,1247.8600000000001
2025-06-15,SKU012,Snacks,Gauteng,Convenience,42.17,29.62,40.9,42.19,0.0301,0,0,101.38,29.07,104,104,4253.599999999999,1173.1199999999997
2025-06-16,SKU012,Snacks,KwaZulu-Natal,Hyper,42.17,29.62,41.44,38.42,0.0174,0,0,102.17,28.81,140,122,5055.679999999999,1442.0399999999995
2025-06-17,SKU012,Snacks,Gauteng,Supermarket,42.17,29.62,44.85,41.1,0.0,0,0,102.08,28.78,99,99,4440.150000000001,1507.77
2025-06-18,SKU012,Snacks,KwaZulu-Natal,Supermarket,42.17,29.62,34.98,41.94,0.1706,1,0,102.01,29.04,261,186,6506.28,996.9599999999992
2025-06-19,SKU012,Snacks,KwaZulu-Natal,Supermarket,42.17,29.62,38.98,39.24,0.0755,0,0,101.65,28.71,125,120,4677.599999999999,1123.1999999999996
2025-06-20,SKU012,Snacks,Gauteng,Hyper,42.17,29.62,38.5,41.04,0.087,0,0,102.5,28.86,222,175,6737.5,1553.9999999999998
2025-06-21,SKU012,Snacks,Gauteng,Supermarket,42.17,29.62,41.22,39.57,0.0226,0,0,101.88,28.74,173,120,4946.4,1391.9999999999998
2025-06-22,SKU012,Snacks,KwaZulu-Natal,Supermarket,42.17,29.62,40.95,39.92,0.0289,0,0,101.72,28.95,125,107,4381.650000000001,1212.3100000000002
2025-06-23,SKU012,Snacks,Gauteng,Hyper,42.17,29.62,43.28,44.77,0.0,0,0,102.23,29.11,190,126,5453.28,1721.16
2025-06-24,SKU012,Snacks,Western Cape,Supermarket,42.17,29.62,38.57,42.33,0.0854,0,0,102.1,28.55,218,135,5206.95,1208.25
2025-06-25,SKU012,Snacks,Gauteng,Hyper,42.17,29.62,45.51,40.44,0.0,0,0,102.45,28.96,183,134,6098.34,2129.2599999999998
2025-06-26,SKU012,Snacks,Gauteng,Convenience,42.17,29.62,39.51,41.91,0.063,0,0,101.71,28.78,120,102,4030.02,1008.7799999999997
2025-06-27,SKU012,Snacks,Western Cape,Supermarket,42.17,29.62,41.23,40.9,0.0222,0,0,102.2,28.94,181,110,4535.299999999999,1277.0999999999995
2025-06-28,SKU012,Snacks,Gauteng,Supermarket,42.17,29.62,35.18,42.77,0.1659,1,0,102.06,28.91,241,184,6473.12,1023.0399999999997
2025-06-29,SKU012,Snacks,Western Cape,Supermarket,42.17,29.62,45.72,40.17,0.0,0,0,102.1,29.01,113,103,4709.16,1658.2999999999997
2025-06-30,SKU012,Snacks,Gauteng,Supermarket,42.17,29.62,40.08,39.62,0.0496,0,0,102.35,28.82,228,137,5490.96,1433.0199999999995
2025-07-01,SKU012,Snacks,Western Cape,Hyper,42.17,29.62,44.02,42.01,0.0,0,0,102.45,28.82,170,124,5458.4800000000005,1785.6000000000004
2025-07-02,SKU012,Snacks,Gauteng,Supermarket,42.17,29.62,43.19,41.65,0.0,0,0,102.35,28.85,186,114,4923.66,1546.9799999999996
2025-07-03,SKU012,Snacks,KwaZulu-Natal,Supermarket,42.17,29.62,43.52,42.07,0.0,0,0,101.66,28.81,126,96,4177.92,1334.4
2025-07-04,SKU012,Snacks,Gauteng,Convenience,42.17,29.62,39.04,39.35,0.0741,0,0,102.11,28.65,124,114,4450.5599999999995,1073.8799999999999
2025-07-05,SKU012,Snacks,KwaZulu-Natal,Hyper,42.17,29.62,40.84,40.94,0.0315,0,0,102.06,28.83,135,119,4859.96,1335.1800000000003
2025-07-06,SKU012,Snacks,Gauteng,Supermarket,42.17,29.62,44.84,43.44,0.0,0,0,102.66,28.74,149,105,4708.200000000001,1598.1000000000004
2025-07-07,SKU012,Snacks,KwaZulu-Natal,Supermarket,42.17,29.62,39.76,40.38,0.0572,0,0,102.52,28.86,162,117,4651.92,1186.3799999999997
2025-07-08,SKU012,Snacks,Gauteng,Convenience,42.17,29.62,43.75,43.32,0.0,0,0,101.85,28.67,109,84,3675.0,1186.9199999999998
2025-07-09,SKU012,Snacks,Gauteng,Hyper,42.17,29.62,42.15,40.1,0.0004,0,0,102.33,28.77,166,134,5648.099999999999,1679.0199999999998
2025-07-10,SKU012,Snacks,KwaZulu-Natal,Supermarket,42.17,29.62,40.66,40.11,0.0358,0,0,102.26,28.61,153,106,4309.96,1170.2399999999996
2025-07-11,SKU012,Snacks,Gauteng,Convenience,42.17,29.62,41.95,39.92,0.0052,0,0,102.22,28.96,113,91,3817.4500000000003,1122.0300000000002
2025-07-12,SKU012,Snacks,Western Cape,Hyper,42.17,29.62,40.16,40.55,0.0477,0,0,102.38,28.94,180,128,5140.48,1349.1199999999994
2025-07-13,SKU012,Snacks,Western Cape,Convenience,42.17,29.62,39.77,39.38,0.057,0,0,101.99,28.76,127,95,3778.15,964.2500000000002
2025-07-14,SKU012,Snacks,Gauteng,Supermarket,42.17,29.62,43.68,41.51,0.0,0,0,101.69,28.6,98,97,4236.96,1363.82
2025-07-15,SKU012,Snacks,Gauteng,Supermarket,42.17,29.62,35.54,39.61,0.1572,1,0,101.91,28.96,211,171,6077.34,1012.3199999999997
2025-07-16,SKU012,Snacks,Gauteng,Supermarket,42.17,29.62,43.7,41.38,0.0,0,0,101.95,28.68,140,105,4588.5,1478.4
2025-07-17,SKU012,Snacks,Western Cape,Supermarket,42.17,29.62,38.7,40.91,0.0824,0,0,101.25,28.73,101,101,3908.7000000000003,917.0800000000002
2025-07-18,SKU012,Snacks,Western Cape,Supermarket,42.17,29.62,43.89,40.28,0.0,0,0,102.12,28.82,78,78,3423.42,1113.06
2025-07-19,SKU012,Snacks,Western Cape,Supermarket,42.17,29.62,33.39,40.79,0.2081,1,0,101.88,28.85,224,172,5743.08,648.4399999999999
2025-07-20,SKU012,Snacks,Gauteng,Supermarket,42.17,29.62,41.96,39.86,0.005,0,0,102.01,29.04,113,104,4363.84,1283.36
2025-07-21,SKU012,Snacks,Gauteng,Supermarket,42.17,29.62,44.48,41.11,0.0,0,0,102.55,28.84,92,92,4092.16,1367.1199999999997
2025-07-22,SKU012,Snacks,KwaZulu-Natal,Supermarket,42.17,29.62,41.48,41.82,0.0164,0,0,102.58,28.97,109,98,4065.0399999999995,1162.2799999999995
2025-07-23,SKU012,Snacks,Western Cape,Supermarket,42.17,29.62,42.84,39.68,0.0,0,0,101.92,28.97,130,87,3727.0800000000004,1150.14
2025-07-24,SKU012,Snacks,Western Cape,Supermarket,42.17,29.62,45.47,42.22,0.0,0,0,102.31,28.64,90,85,3864.95,1347.2499999999998
2025-07-25,SKU012,Snacks,KwaZulu-Natal,Supermarket,42.17,29.62,45.98,41.66,0.0,0,0,102.42,28.89,116,87,4000.2599999999998,1423.3199999999997
2025-07-26,SKU012,Snacks,Gauteng,Convenience,42.17,29.62,39.47,42.32,0.064,1,0,102.23,28.95,126,120,4736.4,1181.9999999999998
2025-07-27,SKU012,Snacks,Gauteng,Hyper,42.17,29.62,38.14,42.28,0.0956,0,0,102.27,29.07,200,163,6216.82,1388.76
2025-07-28,SKU012,Snacks,Western Cape,Supermarket,42.17,29.62,40.4,40.31,0.0419,0,0,102.3,28.92,132,117,4726.8,1261.2599999999998
2025-07-29,SKU012,Snacks,Western Cape,Convenience,42.17,29.62,38.98,38.99,0.0756,0,0,101.88,28.78,125,90,3508.2,842.3999999999996
2025-07-30,SKU012,Snacks,Western Cape,Supermarket,42.17,29.62,43.25,41.33,0.0,0,0,102.44,29.08,108,90,3892.5,1226.6999999999998
2025-07-31,SKU012,Snacks,Gauteng,Hyper,42.17,29.62,43.34,40.17,0.0,0,0,102.06,28.78,154,128,5547.52,1756.1600000000003
2025-08-01,SKU012,Snacks,Gauteng,Hyper,42.17,29.62,41.63,39.53,0.0129,0,0,102.23,29.2,148,143,5953.09,1717.4300000000003
2025-08-02,SKU012,Snacks,Western Cape,Supermarket,42.17,29.62,45.98,42.12,0.0,0,0,102.78,28.85,60,60,2758.7999999999997,981.5999999999998
2025-08-03,SKU012,Snacks,KwaZulu-Natal,Supermarket,42.17,29.62,43.28,39.75,0.0,0,0,102.56,28.95,108,87,3765.36,1188.42
2025-08-04,SKU012,Snacks,Western Cape,Supermarket,42.17,29.62,36.32,40.83,0.1386,1,0,102.35,28.95,154,154,5593.28,1031.8
2025-08-05,SKU012,Snacks,KwaZulu-Natal,Supermarket,42.17,29.62,46.16,40.98,0.0,0,0,102.31,29.2,121,81,3738.9599999999996,1339.7399999999996
2025-08-06,SKU012,Snacks,Western Cape,Hyper,42.17,29.62,46.19,39.22,0.0,0,0,102.49,29.24,112,100,4619.0,1656.9999999999998
2025-08-07,SKU012,Snacks,Western Cape,Supermarket,42.17,29.62,45.75,42.22,0.0,0,0,102.21,28.91,88,78,3568.5,1258.1399999999999
2025-08-08,SKU012,Snacks,Western Cape,Hyper,42.17,29.62,39.64,41.17,0.0599,0,0,102.87,29.28,193,132,5232.4800000000005,1322.6399999999999
2025-08-09,SKU012,Snacks,Gauteng,Convenience,42.17,29.62,39.53,39.33,0.0625,0,0,102.49,29.24,106,102,4032.06,1010.82
2025-08-10,SKU012,Snacks,Gauteng,Supermarket,42.17,29.62,34.26,39.69,0.1875,1,0,102.66,29.28,188,166,5687.16,770.2399999999996
2025-08-11,SKU012,Snacks,Western Cape,Supermarket,42.17,29.62,45.21,40.67,0.0,0,0,102.05,29.04,107,80,3616.8,1247.2
2025-08-12,SKU012,Snacks,KwaZulu-Natal,Supermarket,42.17,29.62,45.69,41.38,0.0,0,0,102.66,29.22,89,77,3518.1299999999997,1237.3899999999996
2025-08-13,SKU012,Snacks,KwaZulu-Natal,Supermarket,42.17,29.62,44.31,39.72,0.0,0,0,102.22,29.0,104,85,3766.3500000000004,1248.65
2025-08-14,SKU012,Snacks,Western Cape,Supermarket,42.17,29.62,40.98,41.46,0.0283,1,0,102.24,29.23,114,94,3852.12,1067.8399999999997
2025-08-15,SKU012,Snacks,Gauteng,Supermarket,42.17,29.62,46.06,41.22,0.0,0,0,102.67,29.32,80,73,3362.38,1200.1200000000001
2025-08-16,SKU012,Snacks,KwaZulu-Natal,Supermarket,42.17,29.62,40.77,38.72,0.0332,0,0,102.78,29.18,90,90,3669.3,1003.5000000000002
2025-08-17,SKU012,Snacks,Gauteng,Supermarket,42.17,29.62,41.32,41.26,0.0203,0,0,102.35,29.44,112,95,3925.4,1111.5
2025-08-18,SKU012,Snacks,Gauteng,Supermarket,42.17,29.62,45.44,39.49,0.0,0,0,102.36,29.46,123,92,4180.48,1455.4399999999996
2025-08-19,SKU012,Snacks,Gauteng,Convenience,42.17,29.62,43.2,42.0,0.0,0,0,102.59,29.44,111,78,3369.6000000000004,1059.2400000000002
2025-08-20,SKU012,Snacks,Gauteng,Convenience,42.17,29.62,42.76,38.96,0.0,0,0,102.67,29.34,92,75,3207.0,985.4999999999998
2025-08-21,SKU012,Snacks,Western Cape,Supermarket,42.17,29.62,33.85,42.76,0.1973,1,0,102.8,29.34,249,177,5991.45,748.71
2025-08-22,SKU012,Snacks,KwaZulu-Natal,Supermarket,42.17,29.62,44.91,43.08,0.0,0,0,102.43,29.54,141,105,4715.549999999999,1605.4499999999996
2025-08-23,SKU012,Snacks,Gauteng,Supermarket,42.17,29.62,35.18,40.53,0.1658,1,0,102.54,29.58,182,180,6332.4,1000.7999999999997
2025-08-24,SKU012,Snacks,Gauteng,Convenience,42.17,29.62,41.67,43.27,0.0118,0,0,102.58,29.75,114,95,3958.65,1144.75
2025-08-25,SKU012,Snacks,Gauteng,Hyper,42.17,29.62,37.77,39.73,0.1043,1,0,102.09,29.5,138,138,5212.26,1124.7000000000003
2025-08-26,SKU012,Snacks,Western Cape,Convenience,42.17,29.62,40.88,40.85,0.0305,0,0,102.62,29.65,112,82,3352.1600000000003,923.3200000000002
2025-08-27,SKU012,Snacks,Western Cape,Supermarket,42.17,29.62,37.37,40.22,0.1138,1,0,102.45,29.36,228,152,5680.24,1177.9999999999995
2025-08-28,SKU012,Snacks,Gauteng,Supermarket,42.17,29.62,44.86,41.18,0.0,0,0,102.62,29.66,60,60,2691.6,914.3999999999999
2025-01-01,SKU013,Dairy,Western Cape,Supermarket,72.4,42.9,74.18,71.21,0.0,0,0,99.85,30.22,160,142,10533.560000000001,4441.760000000001
2025-01-02,SKU013,Dairy,Western Cape,Supermarket,72.4,42.9,75.45,74.18,0.0,0,0,100.05,30.18,203,153,11543.85,4980.150000000001
2025-01-03,SKU013,Dairy,Western Cape,Convenience,72.4,42.9,60.08,71.16,0.1701,1,0,99.89,29.97,141,141,8471.28,2422.38
2025-01-04,SKU013,Dairy,Gauteng,Supermarket,72.4,42.9,69.24,79.18,0.0437,1,0,100.36,29.86,285,204,14124.96,5373.36
2025-01-05,SKU013,Dairy,Gauteng,Supermarket,72.4,42.9,76.43,75.81,0.0,0,0,100.64,30.2,167,143,10929.490000000002,4794.790000000001
2025-01-06,SKU013,Dairy,Gauteng,Supermarket,72.4,42.9,75.49,75.59,0.0,0,0,100.67,30.1,152,152,11474.48,4953.679999999999
2025-01-07,SKU013,Dairy,Western Cape,Hyper,72.4,42.9,68.64,73.71,0.052,1,0,100.27,30.29,375,232,15924.48,5971.68
2025-01-08,SKU013,Dairy,KwaZulu-Natal,Supermarket,72.4,42.9,77.09,72.73,0.0,0,0,100.02,30.09,185,144,11100.960000000001,4923.360000000001
2025-01-09,SKU013,Dairy,Gauteng,Supermarket,72.4,42.9,78.51,78.25,0.0,0,0,100.2,30.32,214,169,13268.19,6018.090000000001
2025-01-10,SKU013,Dairy,Western Cape,Convenience,72.4,42.9,62.83,71.2,0.1322,1,0,100.27,30.37,177,167,10492.61,3328.31
2025-01-11,SKU013,Dairy,Western Cape,Supermarket,72.4,42.9,78.01,75.82,0.0,0,0,100.46,30.41,173,150,11701.5,5266.500000000001
2025-01-12,SKU013,Dairy,KwaZulu-Natal,Supermarket,72.4,42.9,66.72,74.65,0.0785,0,0,100.07,30.3,196,145,9674.4,3453.9
2025-01-13,SKU013,Dairy,KwaZulu-Natal,Convenience,72.4,42.9,56.11,77.28,0.225,1,0,100.35,30.28,182,180,10099.8,2377.8
2025-01-14,SKU013,Dairy,Gauteng,Hyper,72.4,42.9,69.27,76.25,0.0432,1,0,100.66,30.32,186,186,12884.22,4904.82
2025-01-15,SKU013,Dairy,KwaZulu-Natal,Hyper,72.4,42.9,75.71,74.33,0.0,0,0,99.81,30.48,145,140,10599.4,4593.4
2025-01-16,SKU013,Dairy,Gauteng,Convenience,72.4,42.9,58.38,75.4,0.1936,1,0,100.4,30.18,248,209,12201.42,3235.3200000000006
2025-01-17,SKU013,Dairy,Gauteng,Supermarket,72.4,42.9,73.27,74.07,0.0,0,0,100.52,30.61,255,178,13042.06,5405.86
2025-01-18,SKU013,Dairy,Western Cape,Supermarket,72.4,42.9,66.68,77.79,0.079,1,0,100.55,30.47,219,210,14002.800000000001,4993.800000000002
2025-01-19,SKU013,Dairy,Gauteng,Supermarket,72.4,42.9,74.2,73.82,0.0,0,0,100.05,30.61,137,137,10165.4,4288.1
2025-01-20,SKU013,Dairy,Western Cape,Supermarket,72.4,42.9,73.02,74.84,0.0,0,0,100.45,30.25,204,178,12997.56,5361.36
2025-01-21,SKU013,Dairy,Gauteng,Supermarket,72.4,42.9,76.33,71.79,0.0,0,0,99.94,30.38,140,140,10686.199999999999,4680.2
2025-01-22,SKU013,Dairy,KwaZulu-Natal,Supermarket,72.4,42.9,74.4,71.22,0.0,0,0,100.4,30.59,202,157,11680.800000000001,4945.500000000001
2025-01-23,SKU013,Dairy,KwaZulu-Natal,Supermarket,72.4,42.9,72.97,74.78,0.0,0,0,100.36,30.62,243,152,11091.44,4570.64
2025-01-24,SKU013,Dairy,Western Cape,Supermarket,72.4,42.9,71.58,73.9,0.0114,0,0,100.26,30.54,220,154,11023.32,4416.72
2025-01-25,SKU013,Dairy,KwaZulu-Natal,Supermarket,72.4,42.9,75.68,76.09,0.0,0,0,100.73,30.79,202,165,12487.2,5408.700000000002
2025-01-26,SKU013,Dairy,Western Cape,Supermarket,72.4,42.9,71.13,76.25,0.0176,0,0,100.08,30.81,232,195,13870.349999999999,5504.849999999999
2025-01-27,SKU013,Dairy,KwaZulu-Natal,Hyper,72.4,42.9,76.9,76.05,0.0,0,0,100.16,30.66,300,166,12765.400000000001,5644.000000000001
2025-01-28,SKU013,Dairy,Western Cape,Supermarket,72.4,42.9,76.61,74.23,0.0,0,0,100.26,30.9,177,150,11491.5,5056.5
2025-01-29,SKU013,Dairy,KwaZulu-Natal,Hyper,72.4,42.9,68.41,73.76,0.0551,0,0,100.02,30.77,301,204,13955.64,5204.04
2025-01-30,SKU013,Dairy,Western Cape,Supermarket,72.4,42.9,77.96,74.92,0.0,0,0,100.78,30.65,146,146,11382.16,5118.759999999999
2025-01-31,SKU013,Dairy,Gauteng,Supermarket,72.4,42.9,66.86,76.45,0.0766,0,0,100.29,31.0,317,225,15043.5,5391.0
2025-02-01,SKU013,Dairy,KwaZulu-Natal,Supermarket,72.4,42.9,79.45,73.25,0.0,0,0,100.99,30.83,250,169,13427.050000000001,6176.950000000001
2025-02-02,SKU013,Dairy,Western Cape,Supermarket,72.4,42.9,69.73,70.79,0.0368,0,0,100.41,30.76,181,161,11226.53,4319.630000000001
2025-02-03,SKU013,Dairy,Gauteng,Supermarket,72.4,42.9,67.18,74.89,0.0722,0,0,99.97,30.99,198,186,12495.480000000001,4516.080000000002
2025-02-04,SKU013,Dairy,Western Cape,Supermarket,72.4,42.9,79.43,75.65,0.0,0,0,100.36,30.87,84,84,6672.120000000001,3068.520000000001
2025-02-05,SKU013,Dairy,KwaZulu-Natal,Supermarket,72.4,42.9,69.7,75.46,0.0373,0,0,100.58,30.93,229,155,10803.5,4154.000000000001
2025-02-06,SKU013,Dairy,Western Cape,Supermarket,72.4,42.9,77.46,74.73,0.0,0,0,100.15,31.1,239,147,11386.619999999999,5080.32
2025-02-07,SKU013,Dairy,KwaZulu-Natal,Supermarket,72.4,42.9,72.8,75.49,0.0,0,0,101.01,30.79,205,148,10774.4,4425.2
2025-02-08,SKU013,Dairy,KwaZulu-Natal,Hyper,72.4,42.9,77.04,77.55,0.0,0,0,100.0,31.05,229,166,12788.640000000001,5667.240000000002
2025-02-09,SKU013,Dairy,Western Cape,Supermarket,72.4,42.9,69.0,78.24,0.047,1,0,100.08,31.01,263,180,12420.0,4698.0
2025-02-10,SKU013,Dairy,Gauteng,Supermarket,72.4,42.9,78.84,75.64,0.0,0,0,100.48,31.23,169,142,11195.28,5103.4800000000005
2025-02-11,SKU013,Dairy,Gauteng,Supermarket,72.4,42.9,79.41,74.76,0.0,0,0,100.36,31.06,176,146,11593.859999999999,5330.46
2025-02-12,SKU013,Dairy,Western Cape,Hyper,72.4,42.9,72.28,72.59,0.0017,0,0,100.42,31.15,227,171,12359.880000000001,5023.9800000000005
2025-02-13,SKU013,Dairy,Western Cape,Supermarket,72.4,42.9,75.41,74.61,0.0,0,0,100.19,30.9,201,149,11236.09,4843.99
2025-02-14,SKU013,Dairy,KwaZulu-Natal,Supermarket,72.4,42.9,79.37,72.84,0.0,0,0,100.53,31.02,177,132,10476.84,4814.040000000001
2025-02-15,SKU013,Dairy,KwaZulu-Natal,Supermarket,72.4,42.9,78.08,73.56,0.0,0,0,100.42,31.12,156,149,11633.92,5241.82
2025-02-16,SKU013,Dairy,KwaZulu-Natal,Hyper,72.4,42.9,65.33,76.98,0.0976,0,0,100.74,31.1,239,172,11236.76,3857.96
2025-02-17,SKU013,Dairy,KwaZulu-Natal,Supermarket,72.4,42.9,75.66,72.62,0.0,0,0,100.99,31.19,184,134,10138.439999999999,4389.84
2025-02-18,SKU013,Dairy,Gauteng,Supermarket,72.4,42.9,78.88,70.89,0.0,0,0,100.51,31.45,271,147,11595.359999999999,5289.0599999999995
2025-02-19,SKU013,Dairy,Gauteng,Convenience,72.4,42.9,77.55,73.07,0.0,0,0,100.66,31.3,112,112,8685.6,3880.7999999999997
2025-02-20,SKU013,Dairy,Western Cape,Hyper,72.4,42.9,71.01,73.54,0.0192,0,0,100.73,30.9,218,185,13136.85,5200.350000000001
2025-02-21,SKU013,Dairy,Western Cape,Supermarket,72.4,42.9,68.61,74.62,0.0524,0,0,101.03,30.97,234,159,10908.99,4087.8900000000003
2025-02-22,SKU013,Dairy,Western Cape,Supermarket,72.4,42.9,69.16,75.52,0.0448,0,0,100.97,30.99,174,174,12033.84,4569.24
2025-02-23,SKU013,Dairy,KwaZulu-Natal,Supermarket,72.4,42.9,69.92,75.46,0.0343,0,0,100.61,31.18,177,174,12166.08,4701.4800000000005
2025-02-24,SKU013,Dairy,KwaZulu-Natal,Supermarket,72.4,42.9,72.06,73.22,0.0047,0,0,101.09,31.0,262,189,13619.34,5511.240000000001
2025-02-25,SKU013,Dairy,Western Cape,Supermarket,72.4,42.9,70.79,74.86,0.0222,0,0,100.72,31.22,243,194,13733.260000000002,5410.660000000002
2025-02-26,SKU013,Dairy,KwaZulu-Natal,Supermarket,72.4,42.9,76.41,76.73,0.0,0,0,100.48,31.23,199,186,14212.26,6232.86
2025-02-27,SKU013,Dairy,Gauteng,Supermarket,72.4,42.9,75.45,74.37,0.0,0,0,100.66,31.19,263,210,15844.5,6835.500000000001
2025-02-28,SKU013,Dairy,Gauteng,Convenience,72.4,42.9,71.78,73.18,0.0086,0,0,101.19,31.14,208,176,12633.28,5082.88
2025-03-01,SKU013,Dairy,KwaZulu-Natal,Supermarket,72.4,42.9,62.19,73.05,0.141,1,0,100.03,31.31,316,236,14676.84,4552.44
2025-03-02,SKU013,Dairy,Western Cape,Supermarket,72.4,42.9,72.19,70.31,0.0028,0,0,99.92,31.2,181,181,13066.39,5301.49
2025-03-03,SKU013,Dairy,Gauteng,Convenience,72.4,42.9,75.11,75.87,0.0,0,0,100.51,31.26,199,146,10966.06,4702.66
2025-03-04,SKU013,Dairy,Western Cape,Supermarket,72.4,42.9,74.98,71.7,0.0,0,0,100.47,31.33,174,167,12521.66,5357.360000000001
2025-03-05,SKU013,Dairy,Western Cape,Hyper,72.4,42.9,68.97,73.91,0.0474,0,0,101.11,31.16,163,163,11242.11,4249.41
2025-03-06,SKU013,Dairy,Western Cape,Convenience,72.4,42.9,76.58,74.43,0.0,0,0,100.77,31.22,182,138,10568.039999999999,4647.84
2025-03-07,SKU013,Dairy,Gauteng,Supermarket,72.4,42.9,76.96,77.66,0.0,0,0,99.87,31.26,197,184,14160.64,6267.039999999999
2025-03-08,SKU013,Dairy,KwaZulu-Natal,Supermarket,72.4,42.9,68.12,73.91,0.0591,0,0,101.07,30.97,241,160,10899.2,4035.2000000000007
2025-03-09,SKU013,Dairy,KwaZulu-Natal,Convenience,72.4,42.9,69.67,74.67,0.0377,0,0,100.31,31.22,193,139,9684.130000000001,3721.0300000000007
2025-03-10,SKU013,Dairy,Gauteng,Supermarket,72.4,42.9,75.15,75.54,0.0,0,0,100.13,31.29,194,194,14579.1,6256.500000000002
2025-03-11,SKU013,Dairy,Western Cape,Supermarket,72.4,42.9,67.9,77.28,0.0622,0,0,100.94,31.57,226,191,12968.900000000001,4775.000000000001
2025-03-12,SKU013,Dairy,Western Cape,Convenience,72.4,42.9,70.75,74.95,0.0227,0,0,101.1,31.0,147,123,8702.25,3425.55
2025-03-13,SKU013,Dairy,KwaZulu-Natal,Convenience,72.4,42.9,70.59,70.51,0.025,0,0,100.95,31.37,137,120,8470.800000000001,3322.8000000000006
2025-03-14,SKU013,Dairy,Gauteng,Supermarket,72.4,42.9,78.42,73.95,0.0,0,0,100.94,31.17,191,191,14978.220000000001,6784.320000000001
2025-03-15,SKU013,Dairy,Western Cape,Hyper,72.4,42.9,71.46,74.99,0.013,0,0,100.88,31.14,180,166,11862.359999999999,4740.959999999999
2025-03-16,SKU013,Dairy,Gauteng,Supermarket,72.4,42.9,74.09,74.2,0.0,0,0,100.71,31.21,209,179,13262.11,5583.010000000001
2025-03-17,SKU013,Dairy,Gauteng,Convenience,72.4,42.9,79.39,74.6,0.0,0,0,100.65,31.25,141,141,11193.99,5145.09
2025-03-18,SKU013,Dairy,Western Cape,Convenience,72.4,42.9,69.66,74.48,0.0378,0,0,101.32,31.22,173,141,9822.06,3773.16
2025-03-19,SKU013,Dairy,KwaZulu-Natal,Hyper,72.4,42.9,75.12,77.86,0.0,0,0,101.28,31.29,252,180,13521.6,5799.600000000001
2025-03-20,SKU013,Dairy,Western Cape,Convenience,72.4,42.9,73.06,76.12,0.0,0,0,101.17,31.21,147,137,10009.220000000001,4131.92
2025-03-21,SKU013,Dairy,KwaZulu-Natal,Supermarket,72.4,42.9,74.7,73.66,0.0,0,0,100.96,30.97,176,159,11877.300000000001,5056.200000000001
2025-03-22,SKU013,Dairy,Gauteng,Supermarket,72.4,42.9,77.96,75.82,0.0,0,0,101.2,31.39,216,155,12083.8,5434.299999999999
2025-03-23,SKU013,Dairy,Western Cape,Supermarket,72.4,42.9,69.32,74.44,0.0426,0,0,100.74,31.33,197,169,11715.079999999998,4464.979999999999
2025-03-24,SKU013,Dairy,Gauteng,Supermarket,72.4,42.9,65.46,75.23,0.0959,0,0,101.14,31.19,283,186,12175.56,4196.159999999999
2025-03-25,SKU013,Dairy,KwaZulu-Natal,Convenience,72.4,42.9,70.66,75.02,0.0241,0,0,100.76,30.88,219,149,10528.34,4136.24
2025-03-26,SKU013,Dairy,KwaZulu-Natal,Convenience,72.4,42.9,79.46,71.41,0.0,0,0,101.12,30.96,170,137,10886.019999999999,5008.719999999999
2025-03-27,SKU013,Dairy,Western Cape,Supermarket,72.4,42.9,72.34,71.3,0.0008,0,0,101.12,31.02,184,184,13310.560000000001,5416.960000000001
2025-03-28,SKU013,Dairy,Western Cape,Supermarket,72.4,42.9,58.64,72.49,0.1901,1,0,100.44,30.86,264,223,13076.72,3510.0200000000004
2025-03-29,SKU013,Dairy,Western Cape,Supermarket,72.4,42.9,71.36,73.91,0.0144,0,0,101.04,31.04,313,199,14200.64,5663.54
2025-03-30,SKU013,Dairy,KwaZulu-Natal,Supermarket,72.4,42.9,63.88,72.82,0.1177,1,0,100.96,30.93,328,219,13989.720000000001,4594.620000000001
2025-03-31,SKU013,Dairy,Western Cape,Supermarket,72.4,42.9,74.92,73.16,0.0,0,0,101.27,30.83,134,134,10039.28,4290.68
2025-04-01,SKU013,Dairy,KwaZulu-Natal,Supermarket,72.4,42.9,67.76,75.19,0.0641,1,0,100.81,30.88,267,197,13348.720000000001,4897.420000000001
2025-04-02,SKU013,Dairy,Gauteng,Supermarket,72.4,42.9,69.72,72.27,0.037,0,0,101.03,30.91,219,176,12270.72,4720.32
